series,x,y,pixel_x,pixel_y
color_1,1.21570254,-170.5714286,173.000,351.500
color_1,1.216971725,-145.4285714,174.000,307.500
color_1,1.21824091,-145.4285714,175.000,307.500
color_1,1.219510095,-145.4285714,176.000,307.500
color_1,1.220779281,-145.4285714,177.000,307.500
color_1,1.222048466,-120.8571429,178.000,264.500
color_1,1.223317651,-120.5714286,179.000,264.000
color_1,1.224586836,-133.1428571,180.000,286.000
color_1,1.225856021,-121.4285714,181.000,265.500
color_1,1.227125206,-123.1428571,182.000,268.500
color_1,1.228394391,-123.1428571,183.000,268.500
color_1,1.229663576,-123.1428571,184.000,268.500
color_1,1.230932761,2.857142857,185.000,48.000
color_1,1.232201946,2.857142857,186.000,48.000
color_1,1.233471131,2.857142857,187.000,48.000
color_1,1.234740317,2.857142857,188.000,48.000
color_1,1.236009502,2.857142857,189.000,48.000
color_1,1.237278687,2.857142857,190.000,48.000
color_1,1.238547872,2.857142857,191.000,48.000
color_1,1.239817057,2.857142857,192.000,48.000
color_1,1.241086242,2.857142857,193.000,48.000
color_1,1.242355427,2.857142857,194.000,48.000
color_1,1.243624612,2.857142857,195.000,48.000
color_1,1.244893797,2.857142857,196.000,48.000
color_1,1.246162982,2.857142857,197.000,48.000
color_1,1.247432167,2.857142857,198.000,48.000
color_1,1.248701353,2.857142857,199.000,48.000
color_1,1.249970538,2.857142857,200.000,48.000
color_1,1.251239723,2.857142857,201.000,48.000
color_1,1.252508908,2.857142857,202.000,48.000
color_1,1.253778093,2.857142857,203.000,48.000
color_1,1.255047278,2.857142857,204.000,48.000
color_1,1.256316463,2.857142857,205.000,48.000
color_1,1.257585648,2.857142857,206.000,48.000
color_1,1.258854833,2.857142857,207.000,48.000
color_1,1.260124018,2.857142857,208.000,48.000
color_1,1.261393203,2.857142857,209.000,48.000
color_1,1.262662388,2.857142857,210.000,48.000
color_1,1.263931574,2.857142857,211.000,48.000
color_1,1.265200759,2.857142857,212.000,48.000
color_1,1.266469944,2.857142857,213.000,48.000
color_1,1.267739129,2.857142857,214.000,48.000
color_1,1.269008314,2.857142857,215.000,48.000
color_1,1.270277499,2.857142857,216.000,48.000
color_1,1.271546684,2.857142857,217.000,48.000
color_1,1.272815869,2.857142857,218.000,48.000
color_1,1.274085054,2.857142857,219.000,48.000
color_1,1.275354239,2.857142857,220.000,48.000
color_1,1.276623424,2.857142857,221.000,48.000
color_1,1.27789261,2.857142857,222.000,48.000
color_1,1.279161795,2.857142857,223.000,48.000
color_1,1.28043098,2.857142857,224.000,48.000
color_1,1.281700165,2.857142857,225.000,48.000
color_1,1.28296935,2.857142857,226.000,48.000
color_1,1.284238535,2.857142857,227.000,48.000
color_1,1.28550772,2.857142857,228.000,48.000
color_1,1.286776905,2.857142857,229.000,48.000
color_1,1.28804609,2.857142857,230.000,48.000
color_1,1.289315275,2.857142857,231.000,48.000
color_1,1.29058446,2.857142857,232.000,48.000
color_1,1.291853646,2.857142857,233.000,48.000
color_1,1.293122831,2.857142857,234.000,48.000
color_1,1.294392016,2.857142857,235.000,48.000
color_1,1.295661201,2.857142857,236.000,48.000
color_1,1.296930386,2.857142857,237.000,48.000
color_1,1.298199571,2.857142857,238.000,48.000
color_1,1.299468756,2.857142857,239.000,48.000
color_1,1.300737941,2.857142857,240.000,48.000
color_1,1.302007126,2.857142857,241.000,48.000
color_1,1.303276311,2.857142857,242.000,48.000
color_1,1.304545496,2.857142857,243.000,48.000
color_1,1.305814681,2.857142857,244.000,48.000
color_1,1.307083867,2.857142857,245.000,48.000
color_1,1.308353052,2.857142857,246.000,48.000
color_1,1.309622237,2.857142857,247.000,48.000
color_1,1.310891422,2.857142857,248.000,48.000
