series,x,y,pixel_x,pixel_y
color_1,1.674791994,-2.121683821,515.000,376.000
color_1,1.676104575,-2.435698392,516.000,378.500
color_1,1.677417156,-2.624107134,517.000,380.000
color_1,1.678729736,-0.9284284539,518.000,366.500
color_1,1.680042317,-0.8656255398,519.000,366.000
color_1,1.681354898,-0.8028226257,520.000,365.500
color_1,1.682667478,-0.7400197116,521.000,365.000
color_1,1.683980059,-0.5516109694,522.000,363.500
color_1,1.68529264,-0.6144138835,523.000,364.000
color_1,1.68660522,-1.116837196,524.000,368.000
color_1,1.687917801,-1.116837196,525.000,368.000
color_1,1.689230382,0.3276298276,526.000,356.500
color_1,1.690542962,0.5788414839,527.000,354.500
color_1,1.691855543,0.6416443979,528.000,354.000
color_1,1.693168124,0.6416443979,529.000,354.000
color_1,1.694480704,0.704447312,530.000,353.500
color_1,1.695793285,0.9556589683,531.000,351.500
color_1,1.697105866,0.9556589683,532.000,351.500
color_1,1.698418447,0.5160385698,533.000,355.000
color_1,1.699731027,0.3276298276,534.000,356.500
color_1,1.701043608,0.2648269135,535.000,357.000
color_1,1.702356189,2.023308508,536.000,343.000
color_1,1.703668769,2.148914336,537.000,342.000
color_1,1.70498135,2.148914336,538.000,342.000
color_1,1.706293931,2.337323078,539.000,340.500
color_1,1.707606511,2.52573182,540.000,339.000
color_1,1.708919092,2.52573182,541.000,339.000
color_1,1.710231673,1.897702679,542.000,344.000
color_1,1.711544253,1.772096851,543.000,345.000
color_1,1.712856834,2.651337648,544.000,338.000
color_1,1.714169415,3.656184273,545.000,330.000
color_1,1.715481995,3.844593016,546.000,328.500
color_1,1.716794576,3.844593016,547.000,328.500
color_1,1.718107157,3.970198844,548.000,327.500
color_1,1.719419737,4.2214105,549.000,325.500
color_1,1.720732318,4.158607586,550.000,326.000
color_1,1.722044899,3.90739593,551.000,328.000
color_1,1.723357479,3.530578445,552.000,331.000
color_1,1.72467006,3.342169703,553.000,332.500
color_1,1.725982641,5.289060039,554.000,317.000
color_1,1.727295222,5.289060039,555.000,317.000
color_1,1.728607802,5.477468781,556.000,315.500
color_1,1.729920383,5.791483352,557.000,313.000
color_1,1.731232964,5.91708918,558.000,312.000
color_1,1.732545544,5.60307461,559.000,314.500
color_1,1.733858125,5.226257125,560.000,317.500
color_1,1.735170706,5.100651297,561.000,318.500
color_1,1.736483286,6.921935805,562.000,304.000
color_1,1.737795867,7.047541633,563.000,303.000
color_1,1.739108448,7.173147461,564.000,302.000
color_1,1.740421028,7.235950375,565.000,301.500
color_1,1.741733609,7.487162032,566.000,299.500
color_1,1.74304619,7.61276786,567.000,298.500
color_1,1.74435877,7.675570774,568.000,298.000
color_1,1.745671351,7.110344547,569.000,302.500
color_1,1.746983932,6.859132891,570.000,304.500
color_1,1.748296512,6.921935805,571.000,304.000
color_1,1.749609093,8.806023227,572.000,289.000
color_1,1.750921674,8.806023227,573.000,289.000
color_1,1.752234255,8.994431969,574.000,287.500
color_1,1.753546835,9.434052368,575.000,284.000
color_1,1.754859416,9.434052368,576.000,284.000
color_1,1.756171997,8.868826141,577.000,288.500
color_1,1.757484577,8.554811571,578.000,291.000
color_1,1.758797158,8.554811571,579.000,291.000
color_1,1.760109739,10.62730774,580.000,274.500
color_1,1.761422319,10.69011065,581.000,274.000
color_1,1.7627349,10.69011065,582.000,274.000
color_1,1.764047481,10.81571648,583.000,273.000
color_1,1.765360061,11.12973105,584.000,270.500
color_1,1.766672642,11.25533688,585.000,269.500
color_1,1.767985223,11.25533688,586.000,269.500
color_1,1.769297803,10.56450482,587.000,275.000
color_1,1.770610384,10.43889899,588.000,276.000
color_1,1.771922965,12.38578933,589.000,260.500
color_1,1.773235545,12.44859224,590.000,260.000
color_1,1.774548126,12.57419807,591.000,259.000
color_1,1.775860707,12.63700099,592.000,258.500
color_1,1.777173287,13.26503013,593.000,253.500
color_1,1.778485868,13.20222721,594.000,254.000
color_1,1.779798449,12.63700099,595.000,258.500
color_1,1.78111103,12.57419807,596.000,259.000
color_1,1.78242361,14.39548258,597.000,244.500
color_1,1.783736191,14.45828549,598.000,244.000
color_1,1.785048772,14.64669424,599.000,242.500
color_1,1.786361352,14.64669424,600.000,242.500
color_1,1.787673933,14.70949715,601.000,242.000
color_1,1.788986514,15.14911755,602.000,238.500
color_1,1.790299094,15.14911755,603.000,238.500
color_1,1.791611675,14.77230006,604.000,241.500
color_1,1.792924256,14.39548258,605.000,244.500
color_1,1.794236836,15.27472338,606.000,237.500
color_1,1.795549417,16.40517583,607.000,228.500
color_1,1.796861998,16.40517583,608.000,228.500
color_1,1.798174578,16.53078166,609.000,227.500
color_1,1.799487159,16.97040206,610.000,224.000
color_1,1.80079974,17.09600788,611.000,223.000
color_1,1.80211232,16.78199331,612.000,225.500
color_1,1.803424901,16.27957,613.000,229.500
color_1,1.804737482,16.21676709,614.000,230.000
color_1,1.806050062,18.22646034,615.000,214.000
color_1,1.807362643,18.28926325,616.000,213.500
color_1,1.808675224,18.35206617,617.000,213.000
color_1,1.809987805,18.41486908,618.000,212.500
color_1,1.811300385,19.10570113,619.000,207.000
color_1,1.812612966,19.04289822,620.000,207.500
color_1,1.813925547,19.04289822,621.000,207.500
color_1,1.815238127,18.41486908,622.000,212.500
color_1,1.816550708,18.28926325,623.000,213.500
color_1,1.817863289,18.16365742,624.000,214.500
color_1,1.819175869,20.23615359,625.000,198.000
color_1,1.82048845,20.2989565,626.000,197.500
color_1,1.821801031,20.36175942,627.000,197.000
color_1,1.823113611,20.86418273,628.000,193.000
color_1,1.824426192,20.86418273,629.000,193.000
color_1,1.825738773,20.42456233,630.000,196.500
color_1,1.827051353,20.17335067,631.000,198.500
color_1,1.828363934,20.04774485,632.000,199.500
color_1,1.829676515,22.12024101,633.000,183.000
color_1,1.830989095,22.18304392,634.000,182.500
color_1,1.832301676,22.24584684,635.000,182.000
color_1,1.833614257,22.30864975,636.000,181.500
color_1,1.834926838,22.87387598,637.000,177.000
color_1,1.836239418,22.93667889,638.000,176.500
color_1,1.837551999,22.81107307,639.000,177.500
color_1,1.83886458,22.30864975,640.000,181.500
color_1,1.84017716,22.18304392,641.000,182.500
color_1,1.841489741,24.12993426,642.000,167.000
color_1,1.842802322,24.318343,643.000,165.500
color_1,1.844114902,24.25554009,644.000,166.000
color_1,1.845427483,24.44394883,645.000,164.500
color_1,1.846740064,24.88356923,646.000,161.000
color_1,1.848052644,24.88356923,647.000,161.000
color_1,1.849365225,24.19273717,648.000,166.500
color_1,1.850677806,24.06713135,649.000,167.500
color_1,1.851990386,25.07197797,650.000,159.500
color_1,1.853302967,26.20243043,651.000,150.500
color_1,1.854615548,26.26523334,652.000,150.000
color_1,1.855928128,26.32803625,653.000,149.500
color_1,1.857240709,26.32803625,654.000,149.500
color_1,1.85855329,26.83045957,655.000,145.500
color_1,1.85986587,26.83045957,656.000,145.500
color_1,1.861178451,26.57924791,657.000,147.500
color_1,1.862491032,26.0768246,658.000,151.500
color_1,1.863803613,26.0768246,659.000,151.500
color_1,1.865116193,28.02371493,660.000,136.000
color_1,1.866428774,28.21212368,661.000,134.500
color_1,1.867741355,28.21212368,662.000,134.500
color_1,1.869053935,28.71454699,663.000,130.500
color_1,1.870366516,28.90295573,664.000,129.000
color_1,1.871679097,28.65174407,665.000,131.000
color_1,1.872991677,26.95606539,666.000,144.500
color_1,1.874304258,27.96091202,667.000,136.500
